sample,cells,persister_count,non_persister_count,persister_pct,mean_prob,std_prob,threshold_used,coverage,mask_stage,kept_genes
FH_5238_2,5053,142,4911,2.810211755392836,0.731566846370697,0.19570094347000122,0.929296612739563,995,pre_cpm,100
FH_6333_3,2815,102,2713,3.6234458259325044,0.7694106698036194,0.1691369265317917,0.929296612739563,995,pre_cpm,100
AGG_AML_deep_NVS-IC_Batch1-2,30486,629,29857,2.0632421439349207,0.7003978490829468,0.23014838993549347,0.929296612739563,995,pre_cpm,100
FH_5143_2,8116,77,8039,0.948743223262691,0.6651573181152344,0.2525944411754608,0.929296612739563,995,pre_cpm,100
FH_6088_2,7373,74,7299,1.00366201003662,0.6983120441436768,0.22318750619888306,0.929296612739563,995,pre_cpm,100
FH_6088_3,6801,169,6632,2.4849286869578,0.7340414524078369,0.2191293090581894,0.929296612739563,995,pre_cpm,100
GSM3396161_HEALTHY,2994,95,2899,3.173012692050768,0.6195384860038757,0.26013630628585815,0.929296612739563,986,pre_cpm,100
GSM3396162_HEALTHY,3293,201,3092,6.103856665654418,0.7134837508201599,0.23253515362739563,0.929296612739563,986,pre_cpm,100
GSM3396163_HEALTHY,3556,222,3334,6.2429696287964,0.6906858682632446,0.2392406463623047,0.929296612739563,986,pre_cpm,100
GSM3396164_HEALTHY,1052,67,985,6.3688212927756656,0.6903229355812073,0.2554696798324585,0.929296612739563,986,pre_cpm,100
GSM3396165_HEALTHY,3136,175,2961,5.580357142857143,0.6903752088546753,0.23767179250717163,0.929296612739563,986,pre_cpm,100
GSM3396166_HEALTHY,3939,249,3690,6.321401370906321,0.7171489000320435,0.22146499156951904,0.929296612739563,986,pre_cpm,100
GSM3396167_HEALTHY,3746,179,3567,4.778430325680726,0.6836053729057312,0.25221386551856995,0.929296612739563,986,pre_cpm,100
GSM3396168_HEALTHY,4283,369,3914,8.615456455755313,0.7024468779563904,0.2303929328918457,0.929296612739563,986,pre_cpm,100
GSM3396169_HEALTHY,4516,216,4300,4.782993799822853,0.6545462012290955,0.2597852051258087,0.929296612739563,986,pre_cpm,100
GSM3396170_HEALTHY,3446,169,3277,4.904236796285549,0.6748066544532776,0.24644240736961365,0.929296612739563,986,pre_cpm,100
GSM3396171_HEALTHY,7247,219,7028,3.021940113150269,0.6375437378883362,0.2664424479007721,0.929296612739563,986,pre_cpm,100
GSM3396172_HEALTHY,4548,155,4393,3.4080914687774846,0.6502424478530884,0.26115694642066956,0.929296612739563,986,pre_cpm,100
GSM3396173_HEALTHY,3964,228,3736,5.751765893037336,0.6926455497741699,0.23752595484256744,0.929296612739563,986,pre_cpm,100
GSM3396174_HEALTHY,4522,239,4283,5.285272003538257,0.6936967968940735,0.24316543340682983,0.929296612739563,986,pre_cpm,100
GSM3396175_HEALTHY,5013,222,4791,4.428485936564932,0.6610304713249207,0.26531851291656494,0.929296612739563,986,pre_cpm,100
GSM3396176_HEALTHY,3383,140,3243,4.138338752586462,0.6795222163200378,0.23740622401237488,0.929296612739563,986,pre_cpm,100
GSM3396177_HEALTHY,1700,114,1586,6.705882352941177,0.7077196836471558,0.2351161539554596,0.929296612739563,986,pre_cpm,100
GSM3396178_HEALTHY,3593,270,3323,7.514611745059839,0.7091050744056702,0.24414590001106262,0.929296612739563,986,pre_cpm,100
GSM3396179_HEALTHY,2437,108,2329,4.431678292983176,0.6804884672164917,0.23834463953971863,0.929296612739563,986,pre_cpm,100
GSM3396180_HEALTHY,1138,52,1086,4.569420035149385,0.6859017014503479,0.2568252682685852,0.929296612739563,986,pre_cpm,100
GSM3396181_HEALTHY,2367,83,2284,3.506548373468526,0.6456016898155212,0.25608596205711365,0.929296612739563,986,pre_cpm,100
GSM3396182_HEALTHY,4726,246,4480,5.20524756665256,0.6951016187667847,0.25901898741722107,0.929296612739563,986,pre_cpm,100
GSM3396183_HEALTHY,4293,141,4152,3.284416491963662,0.673683762550354,0.24488559365272522,0.929296612739563,986,pre_cpm,100
GSM3396184_HEALTHY,4118,116,4002,2.8169014084507045,0.6369993090629578,0.25458940863609314,0.929296612739563,986,pre_cpm,100
GSM3396185_HEALTHY,3643,288,3355,7.9055723304968435,0.7256676554679871,0.24320952594280243,0.929296612739563,986,pre_cpm,100
